time	EP0	EQ	EP*	[PC]	[PC+]	[Q]	[Q-]	[PC*]	EQh	lambda	Ilamp	Abscoef	k2	Gdiff
1e+08	0.6	-0.45	-2.9	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.85	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.8	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.75	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.7	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.65	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.6	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.55	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.5	1	1.33556e-09	1	1.33556e-09	5.076e-10	0.075	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.45	1	1.33558e-09	1	1.33558e-09	5.076e-10	0.0749996	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.4	1	1.3358e-09	1	1.3358e-09	5.076e-10	0.0749954	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.35	1	1.33804e-09	1	1.33804e-09	5.076e-10	0.0749523	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.3	1	1.35926e-09	1	1.35926e-09	5.076e-10	0.0745482	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.25	1	1.53197e-09	1	1.53197e-09	5.076e-10	0.0714748	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.2	1	2.51806e-09	1	2.51806e-09	5.07599e-10	0.0587074	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.15	1	5.9669e-09	1	5.9669e-09	5.07593e-10	0.0365414	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.1	1	1.52322e-08	1	1.52322e-08	5.07555e-10	0.0124627	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2.05	1	3.79341e-08	1	3.79341e-08	5.07319e-10	-0.0109802	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-2	1	9.06304e-08	1	9.06304e-08	5.05994e-10	-0.0333569	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.95	1	2.0636e-07	1	2.0636e-07	4.99274e-10	-0.0544976	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.9	1	4.39514e-07	1	4.39514e-07	4.69829e-10	-0.0739224	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.85	0.999999	8.25134e-07	0.999999	8.25134e-07	3.74475e-10	-0.0901056	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.8	0.999999	1.23814e-06	0.999999	1.23814e-06	2.07858e-10	-0.100532	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.75	0.999999	1.47927e-06	0.999999	1.47927e-06	7.9737e-11	-0.105104	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.7	0.999998	1.56896e-06	0.999998	1.56896e-06	2.6279e-11	-0.106616	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.65	0.999998	1.59735e-06	0.999998	1.59735e-06	8.69937e-12	-0.107077	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.6	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.55	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.5	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.45	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.4	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.35	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.3	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.25	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.2	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.15	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1.05	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.95	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.9	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.85	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.8	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.75	0.999998	1.60304e-06	0.999998	1.60304e-06	5.1395e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.7	0.999998	1.60303e-06	0.999998	1.60303e-06	5.13957e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.65	0.999998	1.60296e-06	0.999998	1.60296e-06	5.14002e-12	-0.107167	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.6	0.999998	1.60245e-06	0.999998	1.60245e-06	5.14319e-12	-0.107159	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.55	0.999998	1.59893e-06	0.999998	1.59893e-06	5.1653e-12	-0.107102	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.5	0.999998	1.57489e-06	0.999998	1.57489e-06	5.31483e-12	-0.106713	54392	0.0564	1	1e+08	16000
1e+08	0.6	-0.45	-0.45	0.999999	1.43235e-06	0.999999	1.43235e-06	6.15492e-12	-0.104276	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-3	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.95	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.9	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.85	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.8	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.75	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.7	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.65	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.6	1	5.04749e-10	1	5.04749e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.55	1	5.0475e-10	1	5.0475e-10	5.076e-10	0.1	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.5	1	5.04754e-10	1	5.04754e-10	5.076e-10	0.0999998	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.45	1	5.04804e-10	1	5.04804e-10	5.076e-10	0.0999972	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.4	1	5.05377e-10	1	5.05377e-10	5.076e-10	0.0999681	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.35	1	5.11286e-10	1	5.11286e-10	5.076e-10	0.0996694	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.3	1	5.64472e-10	1	5.64472e-10	5.076e-10	0.0971269	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.25	1	9.04428e-10	1	9.04428e-10	5.076e-10	0.085015	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.2	1	2.19355e-09	1	2.19355e-09	5.07599e-10	0.0622521	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.15	1	5.83738e-09	1	5.83738e-09	5.07593e-10	0.0371052	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.1	1	1.51819e-08	1	1.51819e-08	5.07555e-10	0.0125476	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2.05	1	3.79139e-08	1	3.79139e-08	5.07319e-10	-0.0109666	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-2	1	9.0622e-08	1	9.0622e-08	5.05994e-10	-0.0333545	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.95	1	2.06357e-07	1	2.06357e-07	4.99274e-10	-0.0544972	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.9	1	4.39512e-07	1	4.39512e-07	4.69829e-10	-0.0739223	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.85	0.999999	8.25133e-07	0.999999	8.25133e-07	3.74475e-10	-0.0901055	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.8	0.999999	1.23813e-06	0.999999	1.23813e-06	2.07858e-10	-0.100532	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.75	0.999999	1.47927e-06	0.999999	1.47927e-06	7.9737e-11	-0.105104	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.7	0.999998	1.56896e-06	0.999998	1.56896e-06	2.6279e-11	-0.106616	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.65	0.999998	1.59735e-06	0.999998	1.59735e-06	8.69937e-12	-0.107077	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.6	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.55	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.5	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.45	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.4	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.35	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.3	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.25	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.2	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.15	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1.05	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.95	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.9	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.85	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.8	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.75	0.999998	1.60304e-06	0.999998	1.60304e-06	5.1395e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.7	0.999998	1.60303e-06	0.999998	1.60303e-06	5.13957e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.65	0.999998	1.60296e-06	0.999998	1.60296e-06	5.14002e-12	-0.107167	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.6	0.999998	1.60245e-06	0.999998	1.60245e-06	5.14319e-12	-0.107159	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.55	0.999998	1.59893e-06	0.999998	1.59893e-06	5.1653e-12	-0.107102	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.5	0.999998	1.57489e-06	0.999998	1.57489e-06	5.31483e-12	-0.106713	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.45	0.999999	1.43235e-06	0.999999	1.43235e-06	6.15492e-12	-0.104276	54392	0.0564	1	1e+08	16000
1e+08	0.65	-0.45	-0.4	0.999999	1.38292e-06	0.999999	1.38292e-06	4.01691e-11	-0.103373	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-3	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.95	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.9	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.85	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.8	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.75	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.7	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.65	1	1.9076e-10	1	1.9076e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.6	1	1.90761e-10	1	1.90761e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.55	1	1.90761e-10	1	1.90761e-10	5.076e-10	0.125	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.5	1	1.90772e-10	1	1.90772e-10	5.076e-10	0.124998	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.45	1	1.90906e-10	1	1.90906e-10	5.076e-10	0.12498	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.4	1	1.92414e-10	1	1.92414e-10	5.076e-10	0.124778	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.35	1	2.07439e-10	1	2.07439e-10	5.076e-10	0.122847	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.3	1	3.16616e-10	1	3.16616e-10	5.076e-10	0.111982	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.25	1	7.74344e-10	1	7.74344e-10	5.076e-10	0.0890048	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.2	1	2.1432e-09	1	2.1432e-09	5.07599e-10	0.0628488	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.15	1	5.81864e-09	1	5.81864e-09	5.07593e-10	0.0371878	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.1	1	1.51747e-08	1	1.51747e-08	5.07555e-10	0.0125598	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2.05	1	3.79111e-08	1	3.79111e-08	5.07319e-10	-0.0109646	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-2	1	9.06208e-08	1	9.06208e-08	5.05994e-10	-0.0333542	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.95	1	2.06356e-07	1	2.06356e-07	4.99274e-10	-0.0544971	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.9	1	4.39512e-07	1	4.39512e-07	4.69829e-10	-0.0739223	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.85	0.999999	8.25133e-07	0.999999	8.25133e-07	3.74475e-10	-0.0901055	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.8	0.999999	1.23813e-06	0.999999	1.23813e-06	2.07858e-10	-0.100532	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.75	0.999999	1.47927e-06	0.999999	1.47927e-06	7.9737e-11	-0.105104	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.7	0.999998	1.56896e-06	0.999998	1.56896e-06	2.6279e-11	-0.106616	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.65	0.999998	1.59735e-06	0.999998	1.59735e-06	8.69937e-12	-0.107077	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.6	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.55	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.5	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.45	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.4	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.35	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.3	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.25	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.2	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.15	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1.05	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-1	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.95	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.9	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.85	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.8	0.999998	1.60304e-06	0.999998	1.60304e-06	5.13949e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.75	0.999998	1.60304e-06	0.999998	1.60304e-06	5.1395e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.7	0.999998	1.60303e-06	0.999998	1.60303e-06	5.13957e-12	-0.107168	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.65	0.999998	1.60296e-06	0.999998	1.60296e-06	5.14002e-12	-0.107167	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.6	0.999998	1.60245e-06	0.999998	1.60245e-06	5.14319e-12	-0.107159	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.55	0.999998	1.59893e-06	0.999998	1.59893e-06	5.1653e-12	-0.107102	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.5	0.999998	1.57489e-06	0.999998	1.57489e-06	5.31483e-12	-0.106713	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.45	0.999999	1.43235e-06	0.999999	1.43235e-06	6.15492e-12	-0.104276	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.4	0.999999	1.38292e-06	0.999999	1.38292e-06	4.01691e-11	-0.103373	54392	0.0564	1	1e+08	16000
1e+08	0.7	-0.45	-0.35	0.999999	1.13871e-06	0.999999	1.13871e-06	1.90678e-10	-0.0983814	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-3	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.95	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.9	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.85	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.8	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.75	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.7	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.65	1	7.20943e-11	1	7.20943e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.6	1	7.20946e-11	1	7.20946e-11	5.076e-10	0.15	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.55	1	7.20982e-11	1	7.20982e-11	5.076e-10	0.149999	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.5	1	7.21469e-11	1	7.21469e-11	5.076e-10	0.149981	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.45	1	7.27469e-11	1	7.27469e-11	5.076e-10	0.149768	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.4	1	7.92319e-11	1	7.92319e-11	5.076e-10	0.147575	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.35	1	1.28527e-10	1	1.28527e-10	5.076e-10	0.135146	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.3	1	3.3772e-10	1	3.3772e-10	5.076e-10	0.110324	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.25	1	9.82514e-10	1	9.82514e-10	5.076e-10	0.0828874	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.2	1	2.78809e-09	1	2.78809e-09	5.07599e-10	0.0560901	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.15	1	7.59338e-09	1	7.59338e-09	5.07593e-10	0.0303482	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.1	1	1.98115e-08	1	1.98115e-08	5.07555e-10	0.00570936	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2.05	1	4.94981e-08	1	4.94981e-08	5.07319e-10	-0.0178166	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-2	1	1.18319e-07	1	1.18319e-07	5.05994e-10	-0.0402064	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.95	1	2.69429e-07	1	2.69429e-07	4.99274e-10	-0.0613494	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.9	0.999999	5.7385e-07	0.999999	5.7385e-07	4.69829e-10	-0.0807746	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.85	0.999999	1.07734e-06	0.999999	1.07734e-06	3.74475e-10	-0.0969578	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.8	0.999998	1.61657e-06	0.999998	1.61657e-06	2.07858e-10	-0.107384	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.75	0.999998	1.93141e-06	0.999998	1.93141e-06	7.97371e-11	-0.111956	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.7	0.999998	2.04851e-06	0.999998	2.04851e-06	2.6279e-11	-0.113468	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.65	0.999998	2.08559e-06	0.999998	2.08559e-06	8.69937e-12	-0.113929	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.6	0.999998	2.09302e-06	0.999998	2.09302e-06	5.13949e-12	-0.114021	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.55	0.999998	2.09302e-06	0.999998	2.09302e-06	5.13949e-12	-0.114021	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.5	0.999998	2.09302e-06	0.999998	2.09302e-06	5.13949e-12	-0.114021	54392	0.0564	1	1e+08	16000
1e+08	0.75	-0.45	-1.45	0.999998	2.09302e-06	0.999998	2.09302e-06	5.13949e-12	-0.114021	54392	0.0564	1	1e+08	16000
