Plamp	Q_start	time	Dabs
14	1.167253348E-3	1.74417E-07	0.017665144
14	1.167253348E-3	2.33283E-07	0.020980323
14	1.167253348E-3	2.91925E-07	0.023664021
14	1.167253348E-3	4.178E-07	0.026137109
14	1.167253348E-3	5.53363E-07	0.028814096
14	1.167253348E-3	8.0819E-07	0.031588231
14	1.167253348E-3	1.13211E-06	0.033963625
14	1.167253348E-3	1.48537E-06	0.03594663
14	1.167253348E-3	2.13305E-06	0.036650085
14	1.167253348E-3	2.74834E-06	0.03638716
14	1.167253348E-3	3.38259E-06	0.035365035
14	1.167253348E-3	4.00243E-06	0.034359934
14	1.167253348E-3	4.65106E-06	0.03321007
14	1.167253348E-3	5.28522E-06	0.031946013
14	1.167253348E-3	5.92425E-06	0.030846197
14	1.167253348E-3	6.54888E-06	0.029792651
14	1.167253348E-3	7.15068E-06	0.028313145
14	1.167253348E-3	7.76452E-06	0.027817973
14	1.167253348E-3	8.39875E-06	0.026745275
14	1.167253348E-3	9.02335E-06	0.025627623
14	1.167253348E-3	9.67173E-06	0.024801532
14	1.167253348E-3	1.03016E-05	0.023833352
14	1.167253348E-3	1.09359E-05	0.023061429
14	1.167253348E-3	1.15702E-05	0.022107986
14	1.167253348E-3	1.22045E-05	0.021198899
14	1.167253348E-3	1.27728E-05	0.020372345
14	1.167253348E-3	1.3329E-05	0.01985267
14	1.167253348E-3	1.43498E-05	0.018998411
14	1.167253348E-3	1.49726E-05	0.018113263
14	1.167253348E-3	1.58956E-05	0.017901179
14	1.167253348E-3	1.74988E-05	0.016088169
14	1.167253348E-3	1.80873E-05	0.016318698
14	1.167253348E-3	1.88657E-05	0.015107017
14	1.167253348E-3	2.00771E-05	0.014631318
14	1.167253348E-3	2.09327E-05	0.014033445
14	1.167253348E-3	2.28744E-05	0.012495248
14	1.167253348E-3	2.39419E-05	0.013151202
14	1.167253348E-3	2.5249E-05	0.011277893
14	1.167253348E-3	2.67104E-05	0.011015181
14	1.167253348E-3	2.79508E-05	0.010986733
14	1.167253348E-3	2.96957E-05	0.010220686
14	1.167253348E-3	3.17386E-05	0.009138385
14	1.167253348E-3	3.23002E-05	0.00941106
14	1.167253348E-3	3.28828E-05	0.009136414
